song_name;name_artists;popularity;explicit;song_type;num_artists;num_available_markets;release_date;duration_ms;key;mode;time_signature;acousticness;danceability;energy;instrumentalness;liveness;loudness;speechiness;valence;tempo
Goodbye;['Kristinia DeBarge'];46;False;Solo;1;79;2009-01-01;208133;1;0;4;0.00492;0.788;0.815;3.84e-06;0.232;-3.168;0.0461;0.664;119.986
He Could Be the One;['Hannah Montana'];63;False;Solo;1;29;2009-01-01;180800;4;1;4;0.00154;0.602;0.894;0.0;0.433;-3.975;0.032;0.643;125.988
Then;['Brad Paisley'];62;False;Solo;1;79;2009-06-30;321640;0;1;4;0.512;0.493;0.643;2.42e-05;0.209;-5.19;0.0299;0.3;144.717
Sooner or Later;['Michelle Branch'];31;False;Solo;1;78;2010-01-01;187107;7;1;4;0.13;0.685;0.759;0.0;0.12;-3.114;0.0288;0.757;116.201
I Just Call You Mine;['Martina McBride'];30;False;Solo;1;79;2009-03-03;260387;6;1;4;0.0409;0.419;0.637;0.0;0.13;-5.552;0.0328;0.212;148.134
Right Round;['Flo Rida'];71;False;Solo;1;63;2009-03-30;204640;7;1;4;0.009;0.72;0.672;0.0;0.232;-6.852;0.0551;0.705;124.986
Whatever It Is;['Zac Brown Band'];63;False;Solo;1;78;2008-11-17;208213;1;1;4;0.443;0.686;0.576;1.7e-05;0.212;-6.632;0.0284;0.72;83.971
Kiss a Girl;['Ameritz Top Tributes'];4;False;Solo;1;79;2014-01-13;227004;2;1;4;0.177;0.723;0.686;0.0;0.109;-7.654;0.0308;0.419;121.026
Strange;['Tune Robbers'];1;False;Solo;1;79;2013-05-15;179519;11;1;4;0.0495;0.6;0.572;0.0;0.306;-7.502;0.0378;0.547;173.985
Know Your Enemy;['Green Day'];46;False;Solo;1;21;2009-05-15;191787;4;1;4;0.00237;0.559;0.955;7.06e-05;0.0566;-3.924;0.0412;0.957;129.98
Catch Me;['Demi Lovato'];50;False;Solo;1;14;2009-01-01;190000;4;1;4;0.481;0.425;0.283;0.0;0.289;-12.007;0.0387;0.467;92.66
Beautiful;['Eminem'];68;True;Solo;1;78;2009-05-15;392827;5;0;4;0.266;0.724;0.685;0.0;0.0771;-4.413;0.0768;0.524;132.09
Day 'N' Nite;['Kid Cudi', 'Crookers'];48;False;Collaboration;2;31;2008-01-01;162387;11;0;4;0.141;0.781;0.738;0.00243;0.093;-5.579;0.0562;0.968;130.008
Gives You Hell;['The All-American Rejects'];71;False;Solo;1;79;2008-01-01;213107;4;1;4;0.0162;0.712;0.711;0.0;0.0671;-6.404;0.0407;0.582;99.989
If It Kills Me;['Jason Mraz'];36;False;Solo;1;73;2008-05-01;273653;4;0;4;0.0448;0.632;0.429;0.0;0.132;-6.784;0.0381;0.521;143.795
It Happens;['Sugarland'];46;False;Solo;1;79;2008-01-01;181253;8;1;4;0.0071;0.635;0.742;2.7e-05;0.0774;-3.77;0.0505;0.725;89.974
Boyfriend #2;['Pleasure P'];57;True;Solo;1;68;2009-06-05;207400;8;1;4;0.0219;0.648;0.767;0.0;0.19;-5.052;0.0608;0.796;141.906
You Don't Belong;['Daughtry'];32;False;Solo;1;79;2009-07-14;239973;1;0;4;0.0162;0.42;0.872;0.0;0.0919;-3.712;0.0406;0.312;166.119
Swag Surfin';['F.L.Y. (Fast Life Yungstaz)'];52;False;Solo;1;66;2009-01-01;249920;11;0;4;0.0144;0.734;0.921;0.0;0.0998;-5.663;0.0436;0.678;144.013
Ignorance;['Paramore'];66;False;Solo;1;56;2009-09-28;218627;11;0;4;0.00109;0.522;0.964;0.000389;0.0387;-2.645;0.095;0.51;170.944
Ice Cream Freeze (Let's Chill);['Hannah Montana'];40;False;Solo;1;29;2009-01-01;187400;0;1;4;0.048;0.715;0.978;0.000135;0.098;-3.555;0.0747;0.789;106.009
Lost You Anyway;['Toby Keith'];24;False;Solo;1;79;2008-10-28;218267;6;0;4;0.205;0.405;0.744;0.0112;0.0865;-3.791;0.034;0.367;150.225
Paranoid;['Jonas Brothers'];58;False;Solo;1;79;2009-01-01;218267;10;1;4;0.00155;0.638;0.846;0.0;0.132;-4.415;0.0425;0.781;120.993
Sissy's Song;['Alan Jackson'];43;False;Solo;1;78;2008-11-03;182973;5;1;4;0.912;0.721;0.253;1.27e-05;0.105;-12.582;0.0277;0.43;92.089
Careless Whisper;['Seether'];62;False;Solo;1;77;2007-01-01;296973;2;1;4;5.34e-05;0.413;0.943;0.00487;0.068;-4.173;0.104;0.328;134.077
It’s America;['Rodney Atkins'];53;False;Solo;1;79;2010-06-29;213787;4;1;4;0.0374;0.595;0.715;0.0;0.374;-13.863;0.0384;0.722;134.498
One In Every Crowd;['Montgomery Gentry'];52;False;Solo;1;78;2008-06-06;211107;11;1;4;0.00423;0.643;0.86;0.0;0.286;-4.447;0.0495;0.674;111.148
My Life Would Suck Without You;['Kelly Clarkson'];61;False;Solo;1;73;2009-03-06;211493;9;1;4;0.0014;0.526;0.882;0.0;0.144;-4.006;0.0509;0.424;144.982
If U Seek Amy;['Britney Spears'];62;False;Solo;1;79;2009-01-06;216520;4;0;4;0.0192;0.717;0.587;0.0;0.0523;-7.296;0.0339;0.544;129.954
Take Me on the Floor;['The Veronicas'];43;False;Solo;1;75;2007-10-30;210480;11;0;4;0.00345;0.61;0.9;7.86e-06;0.272;-2.304;0.0453;0.621;139.969
Funny the Way It Is;['Dave Matthews Band'];32;False;Solo;1;76;2009-06-02;266627;0;1;4;0.157;0.587;0.943;0.0;0.248;-3.277;0.0346;0.747;103.013
Echo;['Gorilla Zoe'];52;True;Solo;1;69;2009-03-16;237893;0;0;4;0.0809;0.809;0.744;0.0;0.21;-5.892;0.0434;0.572;107.99
Damned If I Do Ya (Damned If I Don't);['All Time Low'];52;False;Solo;1;79;2009-07-07;187000;4;1;4;0.00635;0.554;0.902;0.0;0.328;-4.018;0.0569;0.657;126.022
Fly With Me;['Jonas Brothers'];59;False;Solo;1;79;2009-01-01;234147;0;1;4;0.00566;0.463;0.914;0.0;0.123;-3.461;0.0651;0.536;150.151
We Made You;['Eminem'];63;False;Solo;1;78;2009-05-15;269613;2;1;4;0.101;0.922;0.859;1.12e-06;0.139;-1.152;0.079;0.616;114.001
Beggin';['Madcon'];61;True;Solo;1;64;2011-05-06;217573;4;0;4;0.0296;0.716;0.796;0.0;0.0624;-4.811;0.068;0.392;129.038
Where I'm From;['Jason Michael Carroll'];57;False;Solo;1;79;2009-04-28;276480;8;1;4;0.0301;0.532;0.815;0.0;0.0721;-5.834;0.0392;0.546;149.728
Hey;['Mitchel Musso'];34;False;Solo;1;26;2009-01-01;181227;1;1;4;0.00843;0.395;0.774;0.0;0.0836;-3.169;0.0408;0.736;183.983
sobeautiful;['Musiq Soulchild'];57;False;Solo;1;64;2008-11-24;291133;7;0;4;0.0656;0.689;0.562;0.0;0.0885;-7.048;0.0637;0.21;133.987
Here Comes Goodbye;['Twinkle Twinkle Little Rock Star'];8;False;Solo;1;79;2012-11-27;198947;2;1;4;0.981;0.684;0.113;0.917;0.128;-19.308;0.0399;0.334;113.908
On The Ocean;"[""K'Jon""]";21;False;Solo;1;61;2009-01-01;272027;0;1;4;0.2;0.32;0.789;2.63e-06;0.354;-5.654;0.112;0.304;81.361
1, 2, 3, 4;"[""Plain White T's""]";51;False;Solo;1;70;2010-01-01;198373;2;1;4;0.599;0.458;0.548;1.25e-05;0.106;-7.1;0.0263;0.55;90.599
No Boundaries;['Kris Allen'];36;False;Solo;1;77;2009-05-15;210093;3;1;4;0.00357;0.449;0.789;0.0;0.0816;-3.114;0.0351;0.251;141.922
Heartless;['Kris Allen'];35;False;Solo;1;77;2009-11-13;222333;10;0;4;0.133;0.577;0.747;0.0;0.141;-4.675;0.052;0.502;94.954
I Love College;['Asher Roth'];61;True;Solo;1;74;2009-01-01;241933;8;1;4;0.107;0.708;0.815;0.0;0.326;-4.044;0.25;0.657;86.493
Hoedown Throwdown;['Miley Cyrus'];55;False;Solo;1;22;2009-01-01;181013;10;0;4;0.197;0.738;0.804;0.0;0.297;-6.018;0.0608;0.791;109.045
She's Country;['Jason Aldean'];48;False;Solo;1;77;2009-01-01;220573;6;1;4;0.221;0.554;0.872;0.0;0.0638;-2.849;0.0897;0.657;172.196
Heartless;['Kanye West'];75;False;Solo;1;79;2008-01-01;211000;10;0;4;0.0401;0.789;0.65;0.0;0.249;-6.16;0.121;0.617;87.983
Permanent;['David Cook'];37;False;Solo;1;79;2008-11-14;176520;5;1;4;0.804;0.577;0.336;0.0;0.103;-7.263;0.0303;0.154;95.927
Always The Love Songs;['Eli Young Band'];30;False;Solo;1;79;2019-03-29;223440;4;1;4;0.295;0.474;0.764;1.06e-05;0.384;-3.399;0.0302;0.38;149.909
No Boundaries;['Adam Lambert'];35;False;Solo;1;77;2009-05-15;227800;6;1;4;0.014;0.516;0.863;0.0;0.0923;-2.957;0.0358;0.268;141.963
If This Isn't Love;['Jennifer Hudson'];25;False;Solo;1;20;2008-09-26;216387;4;1;4;0.209;0.567;0.777;0.0;0.106;-3.447;0.0448;0.403;129.86
Note to God;['Charice'];30;False;Solo;1;33;2010-05-07;238027;9;1;4;0.519;0.52;0.586;1.03e-06;0.0783;-5.383;0.0384;0.0637;120.119
A Change Is Gonna Come;['Union Of Sound'];1;False;Solo;1;79;2012-10-13;231903;9;1;3;0.0136;0.34;0.569;0.0;0.138;-7.051;0.0308;0.389;79.553
Home Sweet Home;['Modern Country Heroes'];1;False;Solo;1;79;2011-09-01;217178;7;1;4;0.27;0.497;0.484;0.0;0.187;-7.864;0.0282;0.0659;146.015
Insane;['Eminem'];52;True;Solo;1;78;2009-05-15;181360;9;0;4;0.252;0.873;0.872;0.0;0.335;-0.883;0.17;0.683;97.978
Rehab;['The New Musical Cast'];0;False;Solo;1;79;2010-03-01;206296;1;1;4;0.000336;0.631;0.878;0.768;0.211;-8.847;0.033;0.961;162.038
Sober;['P!nk'];53;False;Solo;1;48;2008-10-24;251533;6;1;4;0.0698;0.61;0.796;0.0;0.182;-4.907;0.0305;0.413;90.931
Mad;['Ne-Yo'];62;False;Solo;1;76;2008-01-01;254533;0;1;4;0.703;0.734;0.648;0.0;0.103;-5.37;0.0349;0.634;129.958
Heartless;['The Fray'];50;False;Solo;1;79;2016-11-04;255907;9;1;4;0.675;0.394;0.693;0.0;0.115;-6.993;0.0938;0.433;164.004
It Won't Be Like This For Long;['Darius Rucker'];56;False;Solo;1;79;2008-01-01;219000;4;1;4;0.335;0.584;0.524;0.0;0.11;-6.001;0.0287;0.389;143.863
Crazier;['Taylor Swift'];56;False;Solo;1;22;2009-01-01;191947;4;1;3;0.0631;0.452;0.544;5.33e-06;0.104;-5.423;0.0277;0.158;133.042
Epiphany (I'm Leaving);['Chrisette Michele'];42;False;Solo;1;73;2009-01-01;208600;7;1;4;0.287;0.727;0.689;0.0;0.49;-4.513;0.264;0.401;163.01
Stanky Legg;['GS Boyz'];24;False;Solo;1;76;2012-10-29;199533;11;0;4;0.00707;0.759;0.762;0.0;0.362;-3.31;0.0851;0.719;153.984
Don't Think I Can't Love You;['Jake Owen'];44;False;Solo;1;79;2009-02-23;185107;10;1;3;0.26;0.435;0.558;0.0;0.245;-5.423;0.0342;0.203;115.742
Don't Forget;['Demi Lovato'];56;False;Solo;1;76;2008-01-01;223160;4;1;4;0.501;0.607;0.437;1.24e-06;0.629;-7.592;0.153;0.619;180.048
Next to You;['Mike Jones'];58;True;Solo;1;78;2009-04-24;221933;2;0;4;0.324;0.65;0.753;0.0;0.307;-4.745;0.0632;0.616;82.478
There Goes My Baby;['Charlie Wilson'];49;False;Solo;1;79;2008-01-01;207627;5;1;4;0.0846;0.596;0.827;0.0;0.382;-4.455;0.0541;0.662;81.019
Circus;['Britney Spears'];67;False;Solo;1;79;2009-01-06;192360;6;0;4;0.147;0.791;0.733;0.000381;0.0713;-5.215;0.052;0.761;114.98
America's Suitehearts;['Fall Out Boy'];48;False;Solo;1;75;2008-01-01;214133;2;1;4;0.00826;0.483;0.931;0.0;0.107;-3.439;0.044;0.645;160.05
The Fear;['Lily Allen'];50;True;Solo;1;66;2009-01-26;207120;10;1;4;0.419;0.661;0.847;8.82e-05;0.107;-6.948;0.0404;0.522;134.002
Diva;['Beyoncé'];60;False;Solo;1;56;2008-11-14;200613;6;0;4;0.0488;0.875;0.551;0.00728;0.0537;-6.744;0.317;0.861;146.092
Soulmate;['Natasha Bedingfield'];46;False;Solo;1;77;2005-01-01;212000;3;0;4;0.462;0.486;0.589;0.0;0.109;-5.805;0.0385;0.331;170.049
Viva La Vida;['Coldplay'];77;False;Solo;1;66;2008-05-26;242373;5;0;4;0.0941;0.485;0.619;3.31e-06;0.109;-7.115;0.0289;0.416;138.017
Hot N Cold;['Katy Perry'];64;False;Solo;1;40;2008-06-17;220227;7;1;4;7.95e-05;0.706;0.841;0.0;0.0688;-3.956;0.0418;0.861;132.032
Candle (Sick And Tired);['The White Tie Affair'];23;False;Solo;1;75;2008-05-12;230707;0;1;3;0.00134;0.557;0.874;0.0;0.127;-5.729;0.0339;0.396;139.002
Nothin' To Die For;['Tim McGraw'];21;False;Solo;1;79;2007-03-27;253640;10;1;4;0.0538;0.481;0.786;0.0;0.0759;-5.654;0.0288;0.389;153.105
Lark On My Go-Kart;['Asher Roth'];35;True;Solo;1;74;2009-01-01;174533;2;1;4;0.594;0.492;0.836;1e-05;0.114;-2.882;0.344;0.382;186.509
Thinking Of You;['Katy Perry'];56;False;Solo;1;40;2008-06-17;246410;4;1;4;0.00167;0.431;0.803;0.0;0.331;-4.459;0.0364;0.309;147.048
River Of Love;['George Strait'];44;False;Solo;1;79;2008-01-01;195147;7;1;4;0.646;0.513;0.818;0.0136;0.183;-6.77;0.0425;0.902;79.44
Single Ladies (Put a Ring on It);['Beyoncé'];68;False;Solo;1;54;2008-11-14;193213;1;1;4;0.0383;0.426;0.584;0.0;0.188;-5.293;0.296;0.272;193.437
Let's Get Crazy;['Hannah Montana'];47;False;Solo;1;29;2009-01-01;155600;7;1;4;0.00303;0.72;0.913;6.24e-05;0.348;-3.67;0.0491;0.8;124.997
You'll Always Find Your Way Back Home;['Hannah Montana'];57;False;Solo;1;22;2009-01-01;224187;8;1;4;0.0304;0.577;0.906;0.0;0.189;-3.673;0.0583;0.692;152.946
Shuttin' Detroit Down;['John Rich'];33;False;Solo;1;78;2009-03-24;241640;7;1;4;0.292;0.512;0.76;0.0;0.189;-2.507;0.0311;0.584;167.884
Panic Switch;['Silversun Pickups'];56;False;Solo;1;79;2009-04-14;343907;5;0;3;0.000202;0.163;0.885;0.0121;0.228;-4.623;0.0725;0.549;198.556
Ride;['Martina McBride'];18;False;Solo;1;79;2012-10-23;233640;7;1;4;0.0314;0.529;0.839;3.21e-06;0.355;-5.103;0.0424;0.624;117.014
It's Alright, It's OK;['Ashley Tisdale'];53;False;Solo;1;76;2009-06-12;179200;1;0;4;0.00536;0.528;0.923;1.46e-05;0.134;-1.884;0.058;0.267;130.067
White Horse;['Taylor Swift'];58;False;Solo;1;79;2008-11-10;235413;0;1;4;0.324;0.58;0.357;0.0;0.101;-8.082;0.027;0.212;92.598
I Hate This Part;['The Pussycat Dolls'];63;False;Solo;1;79;2008-09-23;218400;5;1;4;0.0659;0.756;0.612;0.0;0.274;-4.371;0.0317;0.452;111.572
Untouched;['The Veronicas'];53;False;Solo;1;65;2005-01-01;255360;6;0;4;0.0171;0.557;0.783;0.0172;0.151;-4.893;0.234;0.442;177.008
You Complete Me;['Keyshia Cole'];40;False;Solo;1;77;2008-01-01;230920;2;0;4;0.611;0.683;0.664;0.0;0.234;-4.813;0.0581;0.725;111.491
Kids;['MGMT'];75;False;Solo;1;79;2007-12-14;302840;9;1;4;0.00076;0.451;0.931;0.0049;0.361;-3.871;0.0719;0.172;122.961
Marry For Money;['Trace Adkins'];34;False;Solo;1;71;2010-01-01;183680;4;1;4;0.0418;0.607;0.834;0.000355;0.421;-4.902;0.0856;0.687;125.924
Gotta Be Somebody;['Nickelback'];62;False;Solo;1;74;2008-10-28;252653;0;1;4;0.000354;0.536;0.89;0.00165;0.133;-5.222;0.0601;0.205;115.998
God Love Her;['Toby Keith'];50;False;Solo;1;79;2008-10-28;216627;10;1;4;0.133;0.551;0.919;8.36e-05;0.0637;-3.895;0.0529;0.432;125.025
Lifeline;['Papa Roach'];44;False;Solo;1;64;2009-01-01;257547;2;1;4;0.000194;0.457;0.91;0.000116;0.393;-5.19;0.0569;0.313;105.977
Hot Revolver;['Lil Wayne', 'Dre'];27;True;Collaboration;2;65;2013-01-01;200547;7;1;4;0.00545;0.618;0.512;0.0;0.0868;-7.236;0.0622;0.235;128.977
Sweet Thing;['Midday Sun'];0;False;Solo;1;79;2012-07-06;228755;8;1;4;0.0956;0.651;0.713;0.00205;0.158;-9.838;0.0314;0.86;103.032
So What;['P!nk'];65;True;Solo;1;48;2008-10-24;215160;11;0;4;0.000308;0.537;0.866;1.38e-06;0.382;-3.08;0.0445;0.416;126.003
You're Not Sorry;['Taylor Swift'];47;False;Solo;1;79;2008-11-10;263213;6;1;4;0.153;0.469;0.449;4.67e-06;0.112;-4.152;0.0274;0.285;133.939
Lost;['Gorilla Zoe'];54;True;Solo;1;69;2009-03-16;287187;0;0;4;0.0162;0.722;0.564;0.176;0.351;-7.476;0.0668;0.553;136.039
Last Call;['Lee Ann Womack'];43;False;Solo;1;73;2008-01-01;195467;6;1;4;0.797;0.568;0.602;0.000501;0.0863;-6.951;0.0322;0.391;79.985
Angels On The Moon;['Thriving Ivory'];47;False;Solo;1;79;2008-06-24;252800;10;1;4;0.245;0.502;0.791;0.0;0.102;-3.221;0.0331;0.207;75.676
Whatever You Like;['T.I.'];73;True;Solo;1;79;2008-09-08;249533;9;0;4;0.0161;0.68;0.687;0.0;0.261;-6.162;0.0709;0.467;150.053
Womanizer;['Britney Spears'];73;False;Solo;1;79;2009-01-06;224400;11;1;4;0.073;0.724;0.695;0.0;0.0889;-5.226;0.0622;0.235;139.0
Chicken Fried;['Zac Brown Band'];76;False;Solo;1;78;2008-11-17;238147;6;1;4;0.645;0.566;0.713;0.0;0.114;-4.25;0.0417;0.807;169.864
Sex on Fire;['Kings of Leon'];78;False;Solo;1;77;2008-09-23;203347;9;1;4;0.00172;0.542;0.905;0.0104;0.136;-5.653;0.054;0.374;153.398
She Wouldn't Be Gone;['Blake Shelton'];36;False;Solo;1;74;2008-11-18;215613;0;1;4;0.166;0.51;0.683;0.0;0.0795;-4.338;0.0302;0.211;159.918
Magnificent;['U2'];54;False;Solo;1;77;2009-01-01;324013;6;0;4;0.00012;0.529;0.715;0.497;0.112;-6.065;0.0348;0.592;114.973
I Will Be;['Leona Lewis'];41;False;Solo;1;79;2007-01-01;238640;7;1;4;0.132;0.406;0.6;0.0;0.15;-4.157;0.0298;0.205;149.987
Don't;['Billy Currington'];44;False;Solo;1;75;2008-01-01;236467;2;1;4;0.125;0.719;0.774;0.0;0.117;-3.738;0.025;0.825;98.015
Country Boy;['Alan Jackson'];59;False;Solo;1;78;2008-11-03;246080;9;1;4;0.259;0.73;0.684;1.53e-06;0.111;-10.803;0.0351;0.564;139.037
More Like Her;['Miranda Lambert'];51;False;Solo;1;79;2007-05-01;208867;11;1;4;0.238;0.556;0.393;0.0;0.0979;-6.589;0.025;0.213;132.746
Disturbia;['Rihanna'];69;False;Solo;1;79;2008-06-02;238627;11;0;4;0.0863;0.707;0.813;0.0;0.168;-4.515;0.0571;0.722;124.921
Hold Up My Heart;['Brooke White'];9;False;Solo;1;79;2009-02-24;233907;2;1;4;0.423;0.334;0.567;0.0;0.0943;-6.83;0.0353;0.43;178.679
Miss Independent;['Ne-Yo'];69;False;Solo;1;76;2008-01-01;232000;1;1;4;0.505;0.663;0.698;0.0;0.194;-5.595;0.119;0.697;171.706
Feel That Fire;['Dierks Bentley'];47;False;Solo;1;79;2009-01-01;201507;1;1;4;0.371;0.412;0.833;1.28e-05;0.208;-3.865;0.0352;0.669;179.846
Tonight;['Jonas Brothers'];55;False;Solo;1;79;2008-08-12;209707;4;1;4;0.000564;0.47;0.945;1.67e-05;0.382;-4.513;0.0841;0.8;155.883
Love Is On Its Way;['String Tribute Players'];1;False;Solo;1;79;2009-06-16;179453;9;1;4;0.869;0.495;0.197;0.0337;0.0809;-11.403;0.0377;0.707;118.946
Get On Your Boots;['U2'];36;False;Solo;1;77;2009-01-01;205147;0;1;4;6.08e-05;0.557;0.746;0.00546;0.188;-6.171;0.0337;0.601;149.035
Rehab;['Rihanna'];62;False;Solo;1;79;2008-06-02;294720;1;1;4;0.00321;0.583;0.792;4.92e-05;0.315;-5.894;0.0533;0.397;80.055
Love Lockdown;['Kanye West'];65;False;Solo;1;79;2008-01-01;270307;1;0;4;0.0539;0.756;0.529;0.392;0.112;-7.659;0.0329;0.123;119.573
Right Now (Na Na Na);['Akon'];66;False;Solo;1;53;2008-01-01;240747;8;0;4;0.262;0.83;0.857;0.0;0.413;-4.194;0.152;0.607;137.982
Light On;['David Cook'];46;False;Solo;1;79;2008-11-14;228827;9;0;4;0.0794;0.446;0.834;0.0;0.114;-4.014;0.0341;0.363;132.034
If I Were a Boy;['Beyoncé'];58;False;Solo;1;78;2008-11-12;249147;6;1;4;0.107;0.632;0.518;0.0;0.354;-6.126;0.0313;0.427;90.007
Chasing Pavements;['Adele'];62;False;Solo;1;18;2008-01-28;210507;5;0;4;0.312;0.621;0.473;0.0;0.11;-6.07;0.0251;0.325;80.027
I Get It In;['50 Cent'];50;True;Solo;1;79;2017-03-31;200107;1;1;4;0.0832;0.688;0.772;1.2e-05;0.304;-8.165;0.223;0.572;94.947
Trading Places;['Usher'];54;False;Solo;1;79;2008-05-27;268240;0;1;4;0.000153;0.696;0.643;1.03e-05;0.156;-5.218;0.0447;0.332;146.005
Human;['The Killers'];71;False;Solo;1;79;2008-11-18;245373;10;1;4;0.00132;0.557;0.8;0.0012;0.0906;-8.477;0.0601;0.582;135.47
La La Land;['Demi Lovato'];59;False;Solo;1;76;2008-01-01;196467;6;0;4;0.0198;0.461;0.914;0.0;0.025;-2.161;0.0724;0.724;170.012
Better in Time;['Leona Lewis'];70;False;Solo;1;79;2007-01-01;234173;6;1;4;0.512;0.584;0.7;2.43e-05;0.13;-4.251;0.0506;0.549;163.953
Absolute;['The Fray'];41;False;Solo;1;79;2009-01-30;227080;3;1;4;0.0316;0.413;0.836;0.0;0.293;-5.593;0.0371;0.503;140.515
You're Gonna Go Far, Kid;['The Offspring'];76;True;Solo;1;78;2008-06-17;177827;0;1;4;0.00511;0.546;0.905;0.0;0.211;-3.103;0.0671;0.598;126.12
Working On a Dream;['Bruce Springsteen'];46;False;Solo;1;79;2009-01-27;208947;0;1;4;0.000462;0.555;0.772;0.0;0.22;-7.292;0.025;0.711;110.481
Addicted;['Saving Abel'];66;True;Solo;1;79;2008-01-01;222827;7;1;4;0.000821;0.512;0.865;0.0;0.0982;-4.146;0.0338;0.529;138.017
Let Me;['Pat Green'];30;False;Solo;1;79;2009-01-01;230587;7;0;4;0.0389;0.457;0.638;6.57e-05;0.42;-5.385;0.028;0.491;143.833
Tell Me Something I Don't Know;['Selena Gomez'];51;False;Solo;1;77;2009-08-25;201427;7;0;4;0.0312;0.607;0.94;0.0;0.105;-3.765;0.111;0.707;144.96
Already Gone;['Sugarland'];42;False;Solo;1;79;2008-01-01;275867;1;1;3;0.204;0.313;0.613;1.88e-05;0.146;-5.726;0.0322;0.373;154.775
Broken;['Lifehouse'];48;False;Solo;1;75;2007-01-01;286480;11;1;4;0.121;0.533;0.723;0.0;0.251;-5.692;0.0376;0.451;130.685
In Color;['Jamey Johnson'];67;False;Solo;1;79;2008-01-01;290680;3;1;4;0.391;0.544;0.404;3.98e-06;0.157;-8.751;0.0354;0.251;129.518
Keeps Gettin' Better;['Christina Aguilera'];47;False;Solo;1;79;2008-11-12;181947;5;0;4;0.0739;0.645;0.697;0.000842;0.575;-4.733;0.0285;0.25;130.001
I Don't Care;['Fall Out Boy'];58;False;Solo;1;75;2008-01-01;214493;11;0;4;0.00171;0.55;0.938;2.18e-05;0.555;-3.556;0.0522;0.433;133.99
At Last;['Beyoncé'];47;False;Solo;1;77;2008-11-28;180707;5;1;3;0.666;0.26;0.26;0.00447;0.175;-10.669;0.0329;0.318;172.655
Roll with Me;['Montgomery Gentry'];42;False;Solo;1;78;2008-06-06;233933;2;1;4;0.0533;0.552;0.648;0.00015;0.144;-6.71;0.0273;0.407;142.159
Bad Girlfriend;['Theory of a Deadman'];65;True;Solo;1;21;2008-04-01;205627;0;1;4;0.00298;0.504;0.957;0.0;0.187;-2.657;0.0529;0.676;135.013
Crush;['David Archuleta'];69;False;Solo;1;79;2008-11-07;213520;0;0;4;0.00836;0.57;0.664;1.2e-05;0.0719;-4.718;0.0322;0.487;162.084
Shattered (Turn The Car Around);['O.A.R.'];59;False;Solo;1;79;2008-07-15;255493;11;1;4;0.0175;0.571;0.784;0.0;0.19;-6.396;0.0352;0.462;105.973
Bust Your Windows;['Jazmine Sullivan'];65;False;Solo;1;71;2008-09-23;266307;5;0;4;0.538;0.683;0.664;0.0;0.0671;-4.233;0.0332;0.866;106.991
Seventeen Forever;['Metro Station'];46;False;Solo;1;77;2007-09-18;174133;0;0;4;0.00172;0.569;0.793;0.00054;0.136;-5.041;0.0329;0.687;139.979
About You Now;['Miranda Cosgrove'];44;False;Solo;1;78;2008-01-01;190560;6;1;4;0.00558;0.489;0.868;0.0;0.602;-3.8;0.13;0.658;164.98
Lookin' For A Good Time;['Lady Antebellum'];43;False;Solo;1;78;2008-01-01;187320;7;1;4;0.0146;0.665;0.936;0.0;0.125;-2.97;0.0544;0.848;122.003
Without You;['Hinder'];54;False;Solo;1;77;2008-01-01;232267;3;1;4;0.0315;0.417;0.828;5.13e-06;0.131;-3.745;0.0345;0.332;136.033
All Summer Long;['The Rock Heroes'];6;False;Solo;1;79;2008-08-01;296347;7;1;4;0.00825;0.606;0.885;0.0;0.0634;-4.377;0.0336;0.855;102.992
Closer;['Ne-Yo'];60;False;Solo;1;76;2008-01-01;234360;4;0;4;0.0352;0.72;0.755;2.22e-05;0.183;-6.403;0.076;0.562;126.023
Come On Get Higher;['Matt Nathanson'];71;False;Solo;1;78;2007-01-01;215173;9;1;4;0.241;0.672;0.623;0.0;0.0848;-5.699;0.0297;0.617;92.018
Right Here (Departed);['Brandy'];49;False;Solo;1;79;2008-12-05;217947;8;1;4;0.256;0.568;0.682;0.0;0.231;-5.781;0.0439;0.366;92.99
When It Hurts;['Avant'];44;False;Solo;1;79;2008-01-01;236213;11;1;4;0.376;0.682;0.646;0.0;0.0705;-5.509;0.0839;0.253;128.279
Fall For You;['Joel Sandberg'];9;False;Solo;1;79;2014-11-04;184246;0;1;4;0.99;0.532;0.0766;0.907;0.0748;-21.167;0.0457;0.177;169.978
Lovebug;['Jonas Brothers'];67;False;Solo;1;79;2008-08-12;220693;4;1;4;0.131;0.554;0.505;0.0;0.181;-6.108;0.0704;0.547;157.959
Fly on the Wall;['Miley Cyrus'];45;False;Solo;1;67;2008-01-01;151800;7;0;4;0.163;0.558;0.96;0.0;0.152;-4.162;0.0541;0.7;143.991
J**z In My Pants;['Bing Bong Brothers'];2;False;Solo;1;79;2011-10-12;150778;2;1;4;0.0165;0.704;0.931;0.000443;0.116;-4.671;0.0774;0.645;122.049
Just a Dream;['Carrie Underwood'];53;False;Solo;1;79;2007-10-22;284707;7;1;4;0.0613;0.526;0.781;0.0;0.121;-3.673;0.0369;0.358;142.06
Run;['Leona Lewis'];42;False;Solo;1;78;2008-12-05;314720;5;0;4;0.43;0.302;0.461;5.61e-06;0.122;-6.166;0.0292;0.0932;142.434
